"ucsc","hgnc_symbol","ensembl_gene_id","ensembl_transcript_id"
"uc002ycy.3","C20orf166-AS1","ENSG00000174403","ENST00000412495"
"uc002ycy.3","C20orf166-AS1","ENSG00000174403","ENST00000475015"
"uc003zur.2","CNTFR-AS1","ENSG00000237159","ENST00000436360"
"uc003zus.2","CNTFR-AS1","ENSG00000237159","ENST00000453642"
"uc003zut.2","CNTFR-AS1","ENSG00000237159","ENST00000438244"
"uc002ynl.2","BACH1-IT1","ENSG00000248476","ENST00000504298"
"uc002bpr.3","BLM","ENSG00000197299","ENST00000355112"
"uc010bnx.3","BLM","ENSG00000197299","ENST00000560509"
"uc011aak.2","MIR1-1","ENSG00000199017","ENST00000362147"
"uc011aal.1","MIR133A2","ENSG00000207764","ENST00000347538"
"uc002ylo.3","MRPL39","ENSG00000154719","ENST00000352957"
"uc002yln.3","MRPL39","ENSG00000154719","ENST00000307301"
"uc002ylo.3","MRPL39","ENSG00000154719","ENST00000419219"
"uc003zvp.4","FAM205B","ENSG00000257198","ENST00000399773"
"uc003zvp.4","FAM205B","ENSG00000257198","ENST00000455647"
"uc021uje.1","MIR4319","ENSG00000265957","ENST00000577285"
"uc002ksq.2","ZNF519","ENSG00000175322","ENST00000592345"
"uc002ksr.2","ZNF519","ENSG00000175322","ENST00000589203"
"uc002ksr.2","ZNF519","ENSG00000175322","ENST00000592049"
"uc002kst.2","ZNF519","ENSG00000175322","ENST00000590202"
"uc002yai.2","CTSZ","ENSG00000101160","ENST00000217131"
"uc002ydh.4","LINC00659","ENSG00000228705","ENST00000412500"
"uc031rum.1","OGFR-AS1","ENSG00000229873","ENST00000431361"
"uc002xxt.2","RTFDC1","ENSG00000022277","ENST00000023939"
"uc002xxt.2","RTFDC1","ENSG00000022277","ENST00000395881"
"uc010zzf.1","RTFDC1","ENSG00000022277","ENST00000449062"
"uc010zzf.1","RTFDC1","ENSG00000022277","ENST00000357348"
"uc022bgi.1","RN7SL338P","ENSG00000241568","ENST00000481467"
"uc021sro.1","RNU6-667P","ENSG00000252995","ENST00000517186"
"uc001znb.3","SPINT1","ENSG00000166145","ENST00000562057"
"uc001zna.3","SPINT1","ENSG00000166145","ENST00000344051"
"uc010ucs.2","SPINT1","ENSG00000166145","ENST00000568580"
"uc001znc.3","SPINT1","ENSG00000166145","ENST00000566928"
"uc010ucs.2","SPINT1","ENSG00000166145","ENST00000564375"
"uc001zna.3","SPINT1","ENSG00000166145","ENST00000569589"
"uc001znc.3","SPINT1","ENSG00000166145","ENST00000431806"
"uc001vii.1","LINC00355","ENSG00000227674","ENST00000456627"
"uc002yed.3","LINC00029","ENSG00000125514","ENST00000414668"
"uc002yed.3","LINC00029","ENSG00000125514","ENST00000370341"
"uc021ujh.1","RN7SKP26","ENSG00000222179","ENST00000410247"
"uc011acu.2","GRIK1-AS1","ENSG00000174680","ENST00000455392"
"uc002yns.3","GRIK1-AS1","ENSG00000174680","ENST00000309331"
"uc002yns.3","GRIK1-AS1","ENSG00000174680","ENST00000423221"
"uc021wfz.1","LINC01056","ENSG00000237119","ENST00000455711"
"uc031run.1","HAR1B","ENSG00000231133","ENST00000608031"
"uc002yee.1","HAR1B","ENSG00000231133","ENST00000447910"
"uc010mkn.2","ATP8B5P","ENSG00000179766","ENST00000430846"
"uc010mko.3","ATP8B5P","ENSG00000179766","ENST00000439972"
"uc003zwu.2","ATP8B5P","ENSG00000179766","ENST00000329395"
"uc003zwu.2","ATP8B5P","ENSG00000179766","ENST00000423138"
"uc003zwu.2","ATP8B5P","ENSG00000179766","ENST00000417941"
"uc021wif.1","LINC00307","ENSG00000227342","ENST00000451410"
"uc002yef.1","HAR1A","ENSG00000225978","ENST00000433161"
"uc002yeg.1","MIR124-3","ENSG00000207598","ENST00000384866"
"uc002wgt.4","EBF4","ENSG00000088881","ENST00000449079"
"uc002wgt.4","EBF4","ENSG00000088881","ENST00000342725"
"uc002wgt.4","EBF4","ENSG00000088881","ENST00000609451"
"uc002wgs.4","EBF4","ENSG00000088881","ENST00000609967"
"uc002wgt.4","EBF4","ENSG00000088881","ENST00000380648"
"uc021wga.1","MIR3196","ENSG00000266463","ENST00000579556"
"uc002bfo.3","LINC00927","ENSG00000259361","ENST00000558913"
"uc021wgb.1","MIR4326","ENSG00000266104","ENST00000582203"
"uc021rkh.1","RNU7-87P","ENSG00000238500","ENST00000459343"
"uc031qmb.1","PCDH9-AS2","ENSG00000228842","ENST00000419371"
"uc031qmc.1","PCDH9-AS3","ENSG00000225263","ENST00000434073"
"uc022bgk.2","MIR4667","ENSG00000263892","ENST00000578933"
"uc002yak.3","TUBB1","ENSG00000101162","ENST00000217133"
"uc003zxh.2","RMRP","ENSG00000269900","ENST00000602361"
"uc003zxh.2","RMRP","ENSG00000269900","ENST00000363046"
"uc001zxn.3","FGF7","ENSG00000140285","ENST00000267843"
"uc001zxn.3","FGF7","ENSG00000140285","ENST00000560765"
"uc001zxn.3","FGF7","ENSG00000140285","ENST00000560979"
"uc010dln.3","POTEC","ENSG00000183206","ENST00000511306"
"uc010dln.3","POTEC","ENSG00000183206","ENST00000358970"
"uc010xaj.2","POTEC","ENSG00000183206","ENST00000389891"
"uc021wgk.1","MIR941-2","ENSG00000216141","ENST00000401322"
"uc021wgl.1","MIR941-3","ENSG00000216195","ENST00000401376"
"uc002xpk.3","DNTTIP1","ENSG00000101457","ENST00000372622"
"uc002xpk.3","DNTTIP1","ENSG00000101457","ENST00000456939"
"uc002xpk.3","DNTTIP1","ENSG00000101457","ENST00000435014"
"uc021ujk.1","TCEB3CL2","ENSG00000266996","ENST00000591973"
"uc021wgm.1","MIR1914","ENSG00000272045","ENST00000607800"
"uc031rvc.1","JAM2","ENSG00000154721","ENST00000400532"
"uc002ylp.2","JAM2","ENSG00000154721","ENST00000480456"
"uc002ylp.2","JAM2","ENSG00000154721","ENST00000460679"
"uc002ylp.2","JAM2","ENSG00000154721","ENST00000312957"
"uc011acf.2","JAM2","ENSG00000154721","ENST00000425221"
"uc003zys.1","LINC00961","ENSG00000235387","ENST00000443779"
"uc021wgn.1","MIR647","ENSG00000207554","ENST00000384823"
"uc002yhq.3","LINC00176","ENSG00000196421","ENST00000444463"
"uc011abq.2","LINC00176","ENSG00000196421","ENST00000431158"
"uc010gko.3","LINC00176","ENSG00000196421","ENST00000463337"
"uc002yal.3","ATP5E","ENSG00000124172","ENST00000243997"
"uc002yal.3","ATP5E","ENSG00000124172","ENST00000395663"
"uc002yal.3","ATP5E","ENSG00000124172","ENST00000395659"
"uc021ujl.1","TCEB3CL","ENSG00000234298","ENST00000451265"
"uc021ujm.1","RNU6-1131P","ENSG00000201825","ENST00000364955"
"uc002aly.3","RPS27L","ENSG00000185088","ENST00000330964"
"uc002aly.3","RPS27L","ENSG00000185088","ENST00000462430"
"uc002aly.3","RPS27L","ENSG00000185088","ENST00000455271"
"uc002aly.3","RPS27L","ENSG00000185088","ENST00000411926"
"uc002aly.3","RPS27L","ENSG00000185088","ENST00000439025"
"uc010xdb.2","TCEB3C","ENSG00000183791","ENST00000330682"
"uc002yio.1","LINC00266-1","ENSG00000149656","ENST00000279067"
"uc010aej.1","ATXN8OS","ENSG00000230223","ENST00000414504"
"uc021ssc.1","MIR549","ENSG00000208003","ENST00000385268"
"uc002lcr.1","TCEB3B","ENSG00000206181","ENST00000332567"
"uc022bgr.1","MIR4475","ENSG00000266255","ENST00000580479"
"uc021ujo.1","RNU7-191P","ENSG00000253033","ENST00000517224"
"uc021wig.1","MIR4327","ENSG00000265007","ENST00000581194"
"uc003zfz.4","FOXD4","ENSG00000170122","ENST00000382500"
"uc021ujp.1","RNA5SP456","ENSG00000200872","ENST00000364002"
"uc031qmd.1","LINC00348","ENSG00000226846","ENST00000428761"
"uc022bgs.1","MIR4540","ENSG00000264922","ENST00000583532"
"uc021ujq.2","MIR4743","ENSG00000266276","ENST00000584576"
"uc022bgt.1","MIR4476","ENSG00000265368","ENST00000577752"
"uc021ssf.1","MIR4514","ENSG00000265855","ENST00000581410"
"uc002alz.3","RAB8B","ENSG00000166128","ENST00000321437"
"uc002alz.3","RAB8B","ENSG00000166128","ENST00000559006"
"uc010uih.2","RAB8B","ENSG00000166128","ENST00000448330"
"uc002xpm.3","UBE2C","ENSG00000175063","ENST00000356455"
"uc002xpl.3","UBE2C","ENSG00000175063","ENST00000335046"
"uc002xpp.3","UBE2C","ENSG00000175063","ENST00000243893"
"uc002xpo.3","UBE2C","ENSG00000175063","ENST00000352551"
"uc002xpq.3","UBE2C","ENSG00000175063","ENST00000372568"
"uc002xpn.3","UBE2C","ENSG00000175063","ENST00000405520"
"uc010zzg.1","GCNT7","ENSG00000124091","ENST00000243913"
"uc002yam.3","SLMO2","ENSG00000101166","ENST00000355937"
"uc010zzv.2","SLMO2","ENSG00000101166","ENST00000371033"
"uc002wof.2","ISM1-AS1","ENSG00000226263","ENST00000431407"
"uc002lcs.3","HDHD2","ENSG00000167220","ENST00000300605"
"uc002lcs.3","HDHD2","ENSG00000167220","ENST00000588183"
"uc002lcs.3","HDHD2","ENSG00000167220","ENST00000590815"
"uc002lcs.3","HDHD2","ENSG00000167220","ENST00000591480"
"uc002lcs.3","HDHD2","ENSG00000167220","ENST00000590481"
"uc002lcs.3","HDHD2","ENSG00000167220","ENST00000587388"
"uc002lcs.3","HDHD2","ENSG00000167220","ENST00000592591"
"uc021wao.1","RNU6-278P","ENSG00000212247","ENST00000390945"
"uc002ylu.3","ATP5J","ENSG00000154723","ENST00000400094"
"uc002ylu.3","ATP5J","ENSG00000154723","ENST00000284971"
"uc002ylv.3","ATP5J","ENSG00000154723","ENST00000457143"
"uc002ylt.3","ATP5J","ENSG00000154723","ENST00000400090"
"uc002ylw.3","ATP5J","ENSG00000154723","ENST00000400087"
"uc002yls.3","ATP5J","ENSG00000154723","ENST00000400093"
"uc001vji.1","LINC00402","ENSG00000235532","ENST00000419499"
"uc021waq.1","RN7SL864P","ENSG00000239923","ENST00000493457"
"uc004bnk.3","ZBTB26","ENSG00000171448","ENST00000373656"
"uc004bnj.3","ZBTB26","ENSG00000171448","ENST00000373654"
"uc002xxx.3","FAM209A","ENSG00000124103","ENST00000371328"
"uc031qmf.1","LINC00381","ENSG00000226240","ENST00000423629"
"uc001zxs.3","DTWD1","ENSG00000104047","ENST00000403028"
"uc001zxs.3","DTWD1","ENSG00000104047","ENST00000558653"
"uc001zxs.3","DTWD1","ENSG00000104047","ENST00000560632"
"uc001zxq.3","DTWD1","ENSG00000104047","ENST00000251250"
"uc002wgu.3","CPXM1","ENSG00000088882","ENST00000380605"
"uc002woy.4","MACROD2-AS1","ENSG00000235914","ENST00000455291"
"uc031rsk.1","MACROD2-AS1","ENSG00000235914","ENST00000439451"
"uc001vjk.3","LINC00347","ENSG00000236678","ENST00000594461"
"uc021rkp.1","LINC00347","ENSG00000236678","ENST00000451336"
"uc002xxz.4","FAM209B","ENSG00000213714","ENST00000371325"
"uc021was.1","RNU6-1159P","ENSG00000199803","ENST00000362933"
"uc001zss.3","CATSPER2P1","ENSG00000205771","ENST00000381680"
"uc001zss.3","CATSPER2P1","ENSG00000205771","ENST00000416302"
"uc001zst.3","CATSPER2P1","ENSG00000205771","ENST00000429276"
"uc001znd.3","RHOV","ENSG00000104140","ENST00000220507"
"uc021ssl.1","ADAMTS7P1","ENSG00000259785","ENST00000566355"
"uc002bpu.1","FURIN","ENSG00000140564","ENST00000268171"
"uc001yux.3","NIPA2","ENSG00000140157","ENST00000337451"
"uc001yuz.3","NIPA2","ENSG00000140157","ENST00000398013"
"uc001yva.3","NIPA2","ENSG00000140157","ENST00000539711"
"uc010ayb.3","NIPA2","ENSG00000140157","ENST00000359727"
"uc001yuy.3","NIPA2","ENSG00000140157","ENST00000398014"
"uc004abd.1","SNX18P3","ENSG00000225345","ENST00000565670"
"uc031tdt.1","FAM201A","ENSG00000204860","ENST00000484285"
"uc021ujs.1","MIR4744","ENSG00000263849","ENST00000581563"
"uc021wav.1","RN7SKP69","ENSG00000202260","ENST00000365390"
"uc002ylx.4","GABPA","ENSG00000154727","ENST00000354828"
"uc002yly.4","GABPA","ENSG00000154727","ENST00000400075"
"uc022bha.1","RNU6-765P","ENSG00000252725","ENST00000516916"
"uc002xya.3","TFAP2C","ENSG00000087510","ENST00000201031"
"uc010zzi.2","TFAP2C","ENSG00000087510","ENST00000544508"
"uc002wqf.1","SNORD17","ENSG00000212232","ENST00000390930"
"uc021uju.1","MIR1539","ENSG00000265496","ENST00000410758"
"uc002ldr.2","SNORD58C","ENSG00000202093","ENST00000365223"
"uc002yan.3","ZNF831","ENSG00000124203","ENST00000371030"
"uc002lds.1","SNORD58A","ENSG00000206602","ENST00000383875"
"uc002xpr.3","TNNC2","ENSG00000101470","ENST00000372555"
"uc002xpr.3","TNNC2","ENSG00000101470","ENST00000372557"
"uc001zne.3","VPS18","ENSG00000104142","ENST00000220509"
"uc001zne.3","VPS18","ENSG00000104142","ENST00000558474"
"uc002ldt.2","SNORD58B","ENSG00000271982","ENST00000607313"
"uc010bgq.3","APH1B","ENSG00000138613","ENST00000560890"
"uc002ama.3","APH1B","ENSG00000138613","ENST00000261879"
"uc002amb.3","APH1B","ENSG00000138613","ENST00000380343"
"uc002ama.3","APH1B","ENSG00000138613","ENST00000560353"
"uc031qmj.1","MYCBP2-AS1","ENSG00000236051","ENST00000422231"
"uc031qmj.1","MYCBP2-AS1","ENSG00000236051","ENST00000450627"
"uc031qmj.1","MYCBP2-AS1","ENSG00000236051","ENST00000448470"
"uc021ske.1","MIR1282","ENSG00000221792","ENST00000408865"
"uc010bdt.1","PIN4P1","ENSG00000227973","ENST00000451079"
"uc011lzh.2","RABGAP1","ENSG00000011454","ENST00000456584"
"uc011lzh.2","RABGAP1","ENSG00000011454","ENST00000373647"
"uc011lzj.3","RABGAP1","ENSG00000011454","ENST00000373643"
"uc002lcu.3","IER3IP1","ENSG00000134049","ENST00000256433"
"uc002ldy.1","SCARNA17","ENSG00000251992","ENST00000516183"
"uc021rkt.1","RNY3P7","ENSG00000206800","ENST00000384073"
"uc021rkv.1","MIR3665","ENSG00000266325","ENST00000578708"
"uc001vkn.1","EDNRB-AS1","ENSG00000225579","ENST00000422405"
"uc021wbc.1","LINC00851","ENSG00000237282","ENST00000423033"
"uc021wbd.1","MIR3192","ENSG00000265137","ENST00000584920"
"uc004arp.1","LINC00475","ENSG00000225511","ENST00000416438"
"uc002yaq.3","EDN3","ENSG00000124205","ENST00000337938"
"uc002yar.3","EDN3","ENSG00000124205","ENST00000311585"
"uc002yao.1","EDN3","ENSG00000124205","ENST00000371025"
"uc002yas.3","EDN3","ENSG00000124205","ENST00000395654"
"uc002yap.3","EDN3","ENSG00000124205","ENST00000371028"
"uc001zng.2","DLL4","ENSG00000128917","ENST00000249749"
"uc001vks.3","RNF219-AS1","ENSG00000234377","ENST00000607862"
"uc001vku.1","RNF219-AS1","ENSG00000234377","ENST00000606124"
"uc001vku.1","RNF219-AS1","ENSG00000234377","ENST00000606429"
"uc001vku.1","RNF219-AS1","ENSG00000234377","ENST00000560209"
"uc001vku.1","RNF219-AS1","ENSG00000234377","ENST00000444769"
"uc002wgx.2","TMEM239","ENSG00000198326","ENST00000380585"
"uc002wgv.3","TMEM239","ENSG00000198326","ENST00000554164"
"uc031qmk.1","LINC00446","ENSG00000229249","ENST00000414743"
"uc021uhy.1","ANKRD30B","ENSG00000180777","ENST00000358984"
"uc021uhy.1","ANKRD30B","ENSG00000180777","ENST00000580206"
"uc010dlo.2","ANKRD30B","ENSG00000180777","ENST00000447268"
"uc021uhy.1","ANKRD30B","ENSG00000180777","ENST00000447268"
"uc002bgz.3","UBE2Q2P2","ENSG00000225273","ENST00000420908"
"uc010gip.1","BMP7","ENSG00000101144","ENST00000395863"
"uc010gip.1","BMP7","ENSG00000101144","ENST00000395864"
"uc002xyc.3","BMP7","ENSG00000101144","ENST00000450594"
"uc002xyc.3","BMP7","ENSG00000101144","ENST00000433911"
"uc002wrg.2","LINC00652","ENSG00000179935","ENST00000412553"
"uc002wri.3","LINC00652","ENSG00000179935","ENST00000455340"
"uc002wrh.3","LINC00652","ENSG00000179935","ENST00000454749"
"uc031rif.1","SKOR2","ENSG00000215474","ENST00000425639"
"uc010dnt.2","SKOR2","ENSG00000215474","ENST00000400404"
"uc010gat.4","C20orf141","ENSG00000258713","ENST00000603872"
"uc002wgw.3","C20orf141","ENSG00000258713","ENST00000380589"
"uc011lzk.3","GPR21","ENSG00000188394","ENST00000373642"
"uc003zga.4","CBWD1","ENSG00000172785","ENST00000356521"
"uc003zgc.4","CBWD1","ENSG00000172785","ENST00000382447"
"uc010mgs.3","CBWD1","ENSG00000172785","ENST00000487575"
"uc003zgb.4","CBWD1","ENSG00000172785","ENST00000314367"
"uc010mgs.3","CBWD1","ENSG00000172785","ENST00000495302"
"uc003zgc.4","CBWD1","ENSG00000172785","ENST00000377447"
"uc003zgd.2","CBWD1","ENSG00000172785","ENST00000382393"
"uc003zgc.4","CBWD1","ENSG00000172785","ENST00000377400"
"uc031qml.1","LINC00331","ENSG00000225427","ENST00000446391"
"uc021ssq.1","CSPG4P8","ENSG00000188384","ENST00000342039"
"uc010mqv.3","SNORA84","ENSG00000239183","ENST00000459229"
"uc022bhb.1","RN7SL422P","ENSG00000265605","ENST00000577458"
"uc010mmk.2","FAM74A3","ENSG00000204844","ENST00000604146"
"uc001vld.1","RBM26-AS1","ENSG00000227354","ENST00000456602"
"uc001vld.1","RBM26-AS1","ENSG00000227354","ENST00000606584"
"uc001vle.3","RBM26-AS1","ENSG00000227354","ENST00000606049"
"uc002ypo.3","SNORA80","ENSG00000200792","ENST00000363922"
"uc022bjz.1","MIR4670","ENSG00000264158","ENST00000583240"
"uc031qmm.1","NDFIP2-AS1","ENSG00000232132","ENST00000457171"
"uc001vlh.3","LINC00382","ENSG00000229175","ENST00000427918"
"uc002wgz.2","PCED1A","ENSG00000132635","ENST00000360652"
"uc002whc.2","PCED1A","ENSG00000132635","ENST00000356872"
"uc002wgz.2","PCED1A","ENSG00000132635","ENST00000448755"
"uc002wgz.2","PCED1A","ENSG00000132635","ENST00000439542"
"uc001ztu.3","EIF3J-AS1","ENSG00000179523","ENST00000313807"
"uc021skh.1","EIF3J-AS1","ENSG00000179523","ENST00000559356"
"uc021skh.1","EIF3J-AS1","ENSG00000179523","ENST00000560049"
"uc002yqj.2","PAXBP1-AS1","ENSG00000238197","ENST00000458479"
"uc002yqk.3","PAXBP1-AS1","ENSG00000238197","ENST00000440052"
"uc004abw.1","FAM74A6","ENSG00000234407","ENST00000419990"
"uc004abv.1","FAM74A6","ENSG00000234407","ENST00000538713"
"uc010mmp.3","ZNF658B","ENSG00000198566","ENST00000458742"
"uc002lcy.4","SMAD2","ENSG00000175387","ENST00000262160"
"uc002lcz.4","SMAD2","ENSG00000175387","ENST00000402690"
"uc010xdc.3","SMAD2","ENSG00000175387","ENST00000586040"
"uc010xdd.2","SMAD2","ENSG00000175387","ENST00000591214"
"uc010xdc.3","SMAD2","ENSG00000175387","ENST00000356825"
"uc031qmo.1","LINC00351","ENSG00000226317","ENST00000424926"
"uc001zxt.3","ATP8B4","ENSG00000104043","ENST00000558498"
"uc001zxu.3","ATP8B4","ENSG00000104043","ENST00000559829"
"uc001zxu.3","ATP8B4","ENSG00000104043","ENST00000557955"
"uc001zxu.3","ATP8B4","ENSG00000104043","ENST00000284509"
"uc004bns.3","STRBP","ENSG00000165209","ENST00000348403"
"uc004bnu.3","STRBP","ENSG00000165209","ENST00000360998"
"uc004bnv.3","STRBP","ENSG00000165209","ENST00000447404"
"uc004asr.4","ANKRD19P","ENSG00000187984","ENST00000473204"
"uc004ass.2","ANKRD19P","ENSG00000187984","ENST00000465736"
"uc004ass.2","ANKRD19P","ENSG00000187984","ENST00000460854"
"uc004ass.2","ANKRD19P","ENSG00000187984","ENST00000338192"
"uc004ass.2","ANKRD19P","ENSG00000187984","ENST00000464387"
"uc004ass.2","ANKRD19P","ENSG00000187984","ENST00000375504"
"uc002bpv.3","FES","ENSG00000182511","ENST00000328850"
"uc010uqj.2","FES","ENSG00000182511","ENST00000414248"
"uc010bny.3","FES","ENSG00000182511","ENST00000394302"
"uc002bpv.3","FES","ENSG00000182511","ENST00000464684"
"uc002bpy.3","FES","ENSG00000182511","ENST00000394300"
"uc002bpx.3","FES","ENSG00000182511","ENST00000444422"
"uc010uqj.2","FES","ENSG00000182511","ENST00000450438"
"uc001yvc.3","NIPA1","ENSG00000170113","ENST00000337435"
"uc001yvc.3","NIPA1","ENSG00000170113","ENST00000437912"
"uc001yvc.3","NIPA1","ENSG00000170113","ENST00000561183"
"uc001yvd.3","NIPA1","ENSG00000170113","ENST00000538684"
"uc002xye.3","SPO11","ENSG00000054796","ENST00000371263"
"uc002xyf.3","SPO11","ENSG00000054796","ENST00000345868"
"uc002xyf.3","SPO11","ENSG00000054796","ENST00000371260"
"uc002xye.3","SPO11","ENSG00000054796","ENST00000418127"
"uc001vlm.2","MIR4500HG","ENSG00000228824","ENST00000436290"
"uc002wsd.3","PLK1S1","ENSG00000088970","ENST00000447448"
"uc002wsd.3","PLK1S1","ENSG00000088970","ENST00000428699"
"uc002wsd.3","PLK1S1","ENSG00000088970","ENST00000424111"
"uc002wsd.3","PLK1S1","ENSG00000088970","ENST00000432487"
"uc002amc.3","CA12","ENSG00000074410","ENST00000178638"
"uc002amd.3","CA12","ENSG00000074410","ENST00000344366"
"uc002ame.3","CA12","ENSG00000074410","ENST00000422263"
"uc021rlb.1","MIR4500","ENSG00000266052","ENST00000579472"
"uc004acg.3","FAM95B1","ENSG00000223839","ENST00000455995"
"uc004ach.3","FAM95B1","ENSG00000223839","ENST00000592053"
"uc004ach.3","FAM95B1","ENSG00000223839","ENST00000586842"
"uc004ach.3","FAM95B1","ENSG00000223839","ENST00000585417"
"uc004ach.3","FAM95B1","ENSG00000223839","ENST00000588217"
"uc004ach.3","FAM95B1","ENSG00000223839","ENST00000590254"
"uc004aci.2","FAM95B1","ENSG00000223839","ENST00000592873"
"uc004aci.2","FAM95B1","ENSG00000223839","ENST00000591605"
"uc004aci.2","FAM95B1","ENSG00000223839","ENST00000590863"
"uc004aci.2","FAM95B1","ENSG00000223839","ENST00000589112"
"uc021ski.1","RNU1-119P","ENSG00000212424","ENST00000391122"
"uc002yat.3","PHACTR3","ENSG00000087495","ENST00000359926"
"uc002yau.3","PHACTR3","ENSG00000087495","ENST00000371015"
"uc002yav.3","PHACTR3","ENSG00000087495","ENST00000355648"
"uc002yaw.3","PHACTR3","ENSG00000087495","ENST00000395636"
"uc002yax.3","PHACTR3","ENSG00000087495","ENST00000361300"
"uc002yax.3","PHACTR3","ENSG00000087495","ENST00000395639"
"uc010zzw.2","PHACTR3","ENSG00000087495","ENST00000541461"
"uc021skj.1","RNU1-78P","ENSG00000212550","ENST00000391248"
"uc031qmq.1","LINC00353","ENSG00000236176","ENST00000435401"
"uc003zge.4","C9orf66","ENSG00000183784","ENST00000382387"
"uc002kte.3","ROCK1","ENSG00000067900","ENST00000399799"
"uc031qmr.1","LINC00559","ENSG00000261446","ENST00000569476"
"uc010uct.1","CHAC1","ENSG00000128965","ENST00000444189"
"uc001znh.2","CHAC1","ENSG00000128965","ENST00000446533"
"uc021rld.1","MIR622","ENSG00000207858","ENST00000385123"
"uc001vlo.3","LINC01049","ENSG00000234384","ENST00000426840"
"uc021rle.1","RNU6-75P","ENSG00000251753","ENST00000515944"
"uc010tid.1","LINC00410","ENSG00000231674","ENST00000419272"
"uc004act.3","CYP4F59P","ENSG00000233244","ENST00000453998"
"uc031qms.1","LINC00379","ENSG00000229557","ENST00000427717"
"uc010tie.1","MIR17HG","ENSG00000215417","ENST00000582141"
"uc001vlq.1","MIR17HG","ENSG00000215417","ENST00000400282"
"uc010tie.1","MIR17HG","ENSG00000215417","ENST00000581816"
"uc021rlf.1","MIR17HG","ENSG00000215417","ENST00000385012"
"uc021rlf.1","MIR17HG","ENSG00000215417","ENST00000362310"
"uc021rlf.1","MIR17HG","ENSG00000215417","ENST00000384878"
"uc021rlf.1","MIR17HG","ENSG00000215417","ENST00000362279"
"uc021rlf.1","MIR17HG","ENSG00000215417","ENST00000384829"
"uc021rlf.1","MIR17HG","ENSG00000215417","ENST00000385233"
"uc002xpu.1","SNX21","ENSG00000124104","ENST00000462307"
